Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,92,88.8,computer science & engineering,73,Uttarakhand,2014,640,645,690,0.356536488,535,-1,346,-1,-1,-1,-1,-0.159,0.3789,-1.527,0.2727,0.8637,325000
m,60,64,computer engineering,70,Haryana,2011,595,425,425,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.4173,0.8128,-0.344,0.4148,0.3444,240000
m,82,79.6,automobile/automotive engineering,64.8,Madhya Pradesh,2013,485,555,605,0.414337426,-1,-1,-1,366,-1,-1,-1,0.7027,0.8784,0.4711,-1.5021,0.0973,380000
m,81.67,69,electronics and communication engineering,89.2,Orissa,2012,455,655,595,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.4173,0.6568,0.5269,0.8848,-0.1295,415000
m,74.4,74.4,mechanical engineering,69.11,Uttar Pradesh,2010,585,415,505,0.535862819,235,366,-1,393,-1,-1,320,-0.1082,1.1248,-0.1988,0.0623,0.3444,350000
m,86.53,71.55,computer engineering,78.5,Orissa,2011,515,505,454,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.8171,-0.8778,0.3444,480000
m,86.5,90.6,computer application,79.6,Andhra Pradesh,2012,505,615,615,0.916869961,555,-1,-1,-1,-1,-1,-1,1.2828,0.5008,-0.7794,-1.23027,-0.1521,560000
m,65,55.55,computer science & engineering,65.66,Uttar Pradesh,2014,335,460,400,-1,-1,-1,-1,-1,-1,-1,-1,-1.8825,-2.2851,-1.8344,0.1459,-1.4356,165000
m,80,94.5,electronics & instrumentation eng,80,Tamil Nadu,2010,385,435,385,0.376059587,375,300,-1,-1,-1,-1,-1,-0.1082,-0.7473,-0.4891,-0.4078,-0.6035,350000
m,71,75,electronics and communication engineering,81.02,Karnataka,2012,575,455,605,0.538386893,-1,333,-1,-1,-1,340,-1,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539,500000
m,58,69,information technology,70,Andhra Pradesh,2011,565,535,545,0.765673581,485,-1,-1,-1,-1,-1,-1,-2.8903,0.6568,-0.1988,0.4148,-1.0774,605000
m,87.4,84.8,information technology,74,Uttar Pradesh,2013,555,585,485,0.704090412,465,-1,-1,-1,-1,-1,-1,-1.1901,0.0328,-0.0537,0.6498,-0.643,320000
m,79.67,72.67,computer science & engineering,69.53,Rajasthan,2013,525,425,570,0.622642916,585,-1,407,-1,-1,-1,-1,-0.0154,-0.6201,0.3174,1.2869,0.2889,100000
m,73.73,72.5,computer application,65,Maharashtra,2011,535,645,435,0.930370607,565,-1,-1,-1,-1,-1,-1,-2.1175,-0.4353,-0.9245,-1.2303,-1.0774,180000
m,77.8,78,electronics and communication engineering,76,Haryana,2013,640,520,570,0.112139438,-1,228,-1,-1,-1,-1,-1,1.5644,0.8784,-0.9122,-2.643,-1.8189,315000
m,89,75,electronics and communication engineering,76.6,Orissa,2011,545,445,625,0.376059587,395,300,-1,-1,-1,340,-1,0.6646,-0.7473,-1.5051,1.1199,-0.1295,490000
f,86.92,76,computer science & engineering,72,Maharashtra,2014,535,580,445,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.1644,-0.4536,0.4711,-1.6289,0.8637,340000
m,80.88,66.3,other,90,Tamil Nadu,2013,535,530,450,-1,415,-1,-1,-1,-1,-1,-1,0.99,1.2114,0.01,-1.3753,0.8637,145000
f,83,87.5,information technology,81,Tamil Nadu,2013,475,515,464,0.622642916,395,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,310000
m,78,71.3,information technology,67,Madhya Pradesh,2009,455,605,625,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.2366,-0.1727,0.8183,640000
m,80,74,information technology,58,Uttar Pradesh,2013,525,590,560,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-1.5021,0.2889,240000
f,90,79.4,computer science & engineering,83.02,Punjab,2014,545,585,425,0.991230625,475,-1,592,-1,-1,-1,-1,0.7027,0.7119,1.547,-0.6147,1.0554,300000
f,81.7,88.7,computer science & engineering,75.35,Andhra Pradesh,2012,335,530,430,0.842248322,505,-1,469,-1,-1,-1,-1,0.99,0.8784,0.9322,-1.3753,0.2889,320000
f,62,61.4,electronics and electrical engineering,66.68,Uttar Pradesh,2013,370,455,380,0.684565068,-1,-1,223,-1,452,-1,-1,0.2718,0.7119,0.3174,-1.8824,0.6721,140000
m,91,84,electronics and communication engineering,76,Delhi,2012,675,415,735,0.910770164,-1,433,-1,-1,-1,-1,-1,0.3555,0.8128,-0.6343,-0.4078,0.5419,400000
f,89.92,77,industrial & production engineering,76.5,Karnataka,2012,525,415,385,-1,-1,-1,-1,-1,-1,-1,-1,0.6646,1.5928,0.8171,0.2973,0.8973,480000
m,60.8,66.66,computer application,74.74,Delhi,2013,465,585,515,0.911395278,545,-1,500,-1,-1,-1,-1,0.8463,1.0449,-1.0659,-1.6289,0.6721,250000
m,86.8,75.2,electronics and communication engineering,77.32,Uttar Pradesh,2014,700,605,690,0.493596387,-1,324,-1,-1,-1,-1,-1,0.1282,-0.2871,0.1637,-0.995,-0.4776,260000
m,83,73,electronics & telecommunications,85.2,Telangana,2010,585,665,635,0.376059587,535,300,-1,-1,-1,-1,-1,0.51,0.9688,0.8171,-0.5253,0.6603,200000
f,70,67,information technology,72.89,Uttar Pradesh,2013,370,425,430,0.144789889,325,-1,284,-1,-1,-1,-1,0.4155,0.3789,1.0859,0.2727,0.2889,220000
m,60,54.66,computer science & engineering,75,Punjab,2012,545,350,500,0.450876584,395,-1,-1,-1,-1,-1,-1,0.7027,0.3789,0.4711,-0.4879,-0.0943,130000
m,81,86.1,electronics and communication engineering,98.4,Andhra Pradesh,2010,454,495,464,0.910770164,505,433,-1,-1,-1,-1,-1,0.9737,0.6568,0.2366,-1.1128,0.1864,380000
m,75.06,63.4,computer science & engineering,68.41,Madhya Pradesh,2013,285,425,165,0.450876584,395,-1,-1,-1,-1,-1,-1,0.1282,0.0459,-0.1437,0.9066,0.2889,55000
m,61.86,77.56,electronics & telecommunications,72,Orissa,2010,365,415,315,0.376059587,315,300,-1,-1,-1,340,-1,0.0464,-0.1232,0.672,0.6498,-1.3934,450000
m,88,83,mechanical and automation,75,Punjab,2015,490,425,595,0.45901584,325,-1,-1,376,-1,-1,-1,-0.0154,-2.6181,-0.9122,1.9207,-2.2021,240000
m,86.16,70.08,electronics and communication engineering,63.13,Uttar Pradesh,2015,455,595,500,0.20739217,225,260,-1,-1,-1,-1,-1,0.99,1.0449,1.7007,-2.0092,0.2889,315000
m,53.3,68.4,computer engineering,70.82,Uttar Pradesh,2013,325,400,680,0.23780284,445,-1,315,-1,-1,-1,-1,-1.0208,0.0459,-0.1437,1.4136,0.2889,260000
f,82.83,75.16,electronics and communication engineering,75.72,Karnataka,2012,405,435,345,0.824666401,355,400,-1,-1,-1,-1,-1,-1.4992,-0.5523,-1.5776,1.3549,-0.9194,200000
f,59,69,computer application,74,Andhra Pradesh,2014,275,415,310,0.080055281,315,-1,253,-1,-1,-1,-1,0.5591,0.2124,0.3174,0.5262,-0.2859,120000
m,66.8,59.9,electronics and instrumentation engineering,65.4,Uttar Pradesh,2013,265,520,370,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.4606,-0.2793,-0.9245,1.0611,-0.7615,110000
m,77.2,65.2,computer engineering,66.7,Madhya Pradesh,2013,555,630,620,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.4517,-0.4536,0.4711,-1.6289,0.4805,300000
m,91.5,98.7,electronics and communication engineering,74.26,Telangana,2011,485,585,745,-1,435,-1,-1,-1,-1,-1,-1,0.0464,-2.7754,-1.2148,0.6498,-0.7615,410000
m,58,47.2,computer application,75,Uttar Pradesh,2012,395,404,385,0.864685413,525,-1,-1,-1,-1,-1,-1,1.1283,1.4368,1.3977,-0.1727,0.1864,150000
m,90.2,79.4,electronics and communication engineering,63.2,Punjab,2014,545,435,470,-1,-1,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,0.0192,-0.6692,300000
m,52.5,51.6,electronics and electrical engineering,66.66,Delhi,2010,475,445,585,0.538386893,405,333,-1,-1,-1,-1,-1,-0.5719,0.3448,-0.0537,1.3549,1.1343,320000
m,62.34,62.26,computer engineering,58.35,Maharashtra,2012,435,375,395,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,1.2374,0.8183,235000
f,78,81,information technology,82,Tamil Nadu,2010,465,585,565,0.635978756,445,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.5269,-1.2303,0.6603,415000
m,72,57,information technology,66.24,Punjab,2012,415,495,475,0.10487136,275,-1,-1,-1,-1,-1,-1,-0.1082,-0.5523,-0.598,-0.6428,-0.9194,270000
m,61.5,64.4,computer engineering,65.64,Uttar Pradesh,2012,405,475,515,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.6538,-0.5913,-0.4891,0.2973,-0.9194,280000
f,62.6,68.04,computer science & engineering,71.1,Punjab,2014,545,495,415,0.356536488,425,-1,346,-1,-1,-1,-1,-0.3027,0.7119,-1.6807,-0.1076,0.8637,220000
f,85,93,computer engineering,70,Andhra Pradesh,2010,445,465,585,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.881,0.3448,-0.1988,0.0623,0.5024,520000
m,72,70,computer engineering,72,Uttar Pradesh,2011,455,575,445,0.600057182,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.2366,-0.7603,-0.2875,200000
f,73.4,82.8,electronics and communication engineering,74.28,Madhya Pradesh,2013,345,450,370,0.0587928,345,200,-1,-1,-1,446,-1,0.8463,1.0449,0.7785,0.5262,0.4805,85000
m,59,72,computer science & engineering,72,Uttar Pradesh,2013,475,375,315,0.165633092,305,-1,-1,-1,-1,-1,-1,-2.272,0.3448,-1.2148,1.23733,-2.0648,250000
m,79.6,70.2,electronics and communication engineering,77.94,Haryana,2013,555,645,750,0.655766943,435,-1,-1,-1,-1,366,-1,-1.4517,0.3789,0.3174,-0.995,-0.0943,325000
f,88,87.8,electronics and communication engineering,76.3,Delhi,2013,660,495,590,0.824666401,475,400,-1,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.1076,0.2889,120000
f,88,69,electronics and communication engineering,67,Kerala,2013,405,460,390,0.338786347,415,292,-1,-1,-1,-1,-1,0.8463,-1.7856,-0.1437,1.5404,-0.8608,120000
m,76.2,72.8,computer engineering,78,Karnataka,2011,445,495,585,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.2793,-1.3599,0.5323,-0.7615,500000
f,92.64,82.33,information technology,86.6,Karnataka,2012,475,485,595,0.884122512,535,-1,-1,-1,-1,-1,-1,1.0896,1.4368,0.0914,-0.4371,-0.1295,425000
m,76.7,85.5,information technology,81,West Bengal,2014,595,375,370,0.486747008,475,-1,376,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.4879,-0.8608,240000
m,83,81,electronics and communication engineering,65.21,Telangana,2013,510,305,310,0.694479328,405,366,-1,-1,286,260,-1,-1.0208,-0.6201,-0.1437,1.4136,-0.0943,105000
f,75.2,73.8,computer application,64.5,Delhi,2012,615,665,535,0.916869961,555,-1,-1,-1,-1,-1,-1,-2.5811,-0.0842,-1.5776,1.8249,-0.9194,240000
m,84,84,electronics and communication engineering,78,Orissa,2014,490,480,525,-1,405,-1,-1,-1,-1,-1,-1,-0.0154,0.7119,0.1637,0.7798,-0.8608,350000
f,74.62,70,computer engineering,75,Tamil Nadu,2012,515,435,375,0.377551419,375,-1,-1,-1,-1,-1,-1,0.8578,0.9688,1.1074,-0.349,0.8183,300000
m,91.2,70,electronics and communication engineering,70.8,Karnataka,2014,605,525,370,-1,-1,-1,-1,-1,-1,-1,-1,1.2772,1.3779,-0.6048,-0.7415,0.4805,315000
m,63,66,computer engineering,61.3,Uttarakhand,2012,465,575,545,0.3423149,365,-1,-1,-1,-1,-1,-1,0.2782,0.1888,-0.344,0.44423,-0.1295,240000
m,51.6,52,computer application,74,Uttar Pradesh,2013,510,540,510,0.744758354,485,-1,438,-1,-1,-1,-1,-1.8825,0.3789,0.4711,0.7798,-0.4776,80000
m,82.1,72.1,electronics and communication engineering,73.6,West Bengal,2014,805,565,645,0.338786347,465,292,-1,-1,-1,-1,-1,-0.4463,-0.4536,-1.6807,0.3995,-1.244,310000
m,64,60,computer application,77,Tamil Nadu,2013,385,410,330,0.080055281,355,-1,253,-1,-1,-1,-1,-0.8772,-0.1206,1.3933,0.3995,0.2889,155000
m,88.6,94.7,computer science & engineering,75.4,Andhra Pradesh,2014,465,570,520,0.911395278,635,-1,500,-1,-1,-1,-1,1.5644,1.2114,-0.7585,-2.136,-1.4356,400000
m,80,74.53,electronics and electrical engineering,68,Telangana,2010,385,345,425,0.229481755,275,266,-1,-1,-1,-1,-1,-0.4173,0.3448,0.3817,-0.6428,0.9763,200000
m,63.33,68.15,mechanical engineering,67.21,Rajasthan,2014,345,415,210,0.032937018,-1,-1,-1,223,-1,-1,-1,0.7027,-0.4536,0.4711,0.7798,-0.4776,100000
m,87.4,83.4,mechanical engineering,73.8,Madhya Pradesh,2013,625,585,695,0.414337426,-1,-1,-1,366,-1,-1,-1,-0.3027,0.5454,0.4711,0.5262,0.8637,600000
m,73,58,electronics & telecommunications,66,Haryana,2010,475,215,335,0.229481755,355,266,-1,393,-1,-1,-1,-2.272,-0.7993,-1.3599,0.5323,-2.1833,505000
m,60.2,60.8,computer science & engineering,62.42,Uttar Pradesh,2014,485,405,345,0.144789889,405,-1,284,-1,-1,-1,-1,1.1283,0.9688,0.9623,0.41483,0.0679,95000
m,72,71.6,computer engineering,62,Uttar Pradesh,2011,425,345,365,0.3423149,365,-1,-1,-1,-1,-1,-1,0.3555,0.5008,-0.344,-0.4078,-0.1295,180000
m,86.6,81.5,electrical engineering,78,West Bengal,2013,500,560,470,0.837620726,345,-1,-1,-1,500,-1,-1,0.7027,-0.4536,-1.2196,-0.8682,-0.8608,265000
m,82.87,60.42,civil engineering,67.77,West Bengal,2014,420,400,545,0.255778194,-1,-1,-1,-1,-1,-1,292,-0.4463,-1.1196,-0.9122,1.1601,-2.2021,300000
m,91.3,91.2,electronics and communication engineering,70,Telangana,2013,520,605,855,0.229481755,315,266,407,-1,-1,393,-1,-0.0154,0.8784,-0.6048,-0.995,0.4805,350000
m,68.83,62,computer science & engineering,73.2,Rajasthan,2015,290,385,405,0.842248322,385,-1,469,-1,-1,-1,-1,1.2772,0.7119,1.547,-0.1076,1.0554,220000
m,67,62,information technology,71,Madhya Pradesh,2014,520,305,355,0.04099931,365,-1,223,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,0.3995,-1.8189,310000
m,76,84,information technology,64,Madhya Pradesh,2010,544,535,485,0.413838256,385,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.7794,1.3549,1.2923,525000
f,61,67,computer science & engineering,79,Madhya Pradesh,2014,455,460,510,0.899843844,544,-1,-1,-1,-1,-1,-1,-0.7335,-0.7866,0.7785,-1.3753,0.2889,150000
f,86.5,81,electronics and communication engineering,79,West Bengal,2010,554,495,575,0.376059587,-1,300,-1,-1,-1,-1,-1,0.3555,0.1888,0.0914,0.5323,0.8183,405000
m,87,79.9,mechanical engineering,66.67,Andhra Pradesh,2013,350,445,295,0.328746379,-1,-1,-1,346,-1,-1,-1,1.5644,-1.1196,0.4711,1.1601,0.4805,175000
m,87,90.6,information technology,69.04,Andhra Pradesh,2010,325,535,505,0.525922584,415,-1,-1,-1,-1,-1,-1,0.6646,0.1888,0.2366,0.0623,0.1864,490000
m,77.16,71,computer engineering,72.22,Uttar Pradesh,2011,685,545,525,0.974396113,615,-1,-1,-1,-1,-1,-1,-1.3447,0.8128,0.3817,-1.4653,0.8183,460000
m,71.2,85.5,electronics and communication engineering,74,Tamil Nadu,2013,625,520,325,0.0587928,335,200,-1,-1,-1,393,-1,-0.159,0.8784,0.3174,1.2869,0.8637,330000
m,83.8,63.4,information technology,61.2,Karnataka,2011,665,615,515,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.881,0.5008,-0.6343,-1.3478,-0.6035,1100000
f,86.5,93.5,electronics and electrical engineering,77.8,Andhra Pradesh,2013,525,495,475,0.684565068,-1,-1,223,-1,452,-1,-1,1.7081,0.8784,0.01,-1.3753,0.0973,190000
f,82.66,69.4,information technology,72,Uttarakhand,2014,710,665,510,0.23780284,435,-1,315,-1,-1,-1,-1,1.7081,1.7109,2.1617,-2.2627,0.8637,325000
m,86.5,69.16,electronics and communication engineering,67.81,Telangana,2013,395,615,560,-1,325,-1,407,-1,-1,-1,-1,1.9953,1.7109,1.7007,-2.136,1.6302,300000
m,86,72.8,electronics and electrical engineering,65.89,Delhi,2013,650,640,795,0.20739217,-1,260,376,-1,-1,-1,-1,-0.4463,0.0459,0.3174,-0.3612,-1.0524,325000
m,84.8,85.8,electronics and electrical engineering,67,Delhi,2012,475,605,605,0.229481755,425,266,-1,-1,-1,-1,-1,0.0464,-0.1232,-1.0697,1.0024,-0.2875,180000
m,75,60.4,electrical engineering,72,West Bengal,2014,350,445,510,0.557389506,-1,324,-1,-1,420,-1,-1,-0.5116,-1.6191,-0.7585,-0.1076,-0.2511,120000
m,87,68,electronics and communication engineering,69,Jharkhand,2014,475,535,765,0.338786347,305,292,-1,-1,-1,-1,-1,1.8517,-1.6191,-1.3733,-1.2486,1.0554,275000
m,64,63.33,electronics,71,Karnataka,2014,415,545,524,-1,-1,-1,-1,-1,-1,-1,-1,1.8517,0.2124,2.1617,-2.0092,-0.2859,40000
m,74,76.6,mechanical engineering,73.6,Uttar Pradesh,2012,475,575,615,0.958682017,-1,-1,-1,538,-1,-1,-1,-0.5719,1.2028,-0.8157,0.41483,-0.2875,410000
m,76.96,70,electronics and communication engineering,70,Karnataka,2014,350,240,210,0.112139438,315,228,-1,-1,-1,-1,-1,0.99,-0.9531,1.0859,0.5262,-0.0943,100000
m,84.5,85,computer science & engineering,72.3,Tamil Nadu,2015,615,530,475,0.842248322,525,-1,469,-1,-1,-1,-1,-0.5899,-0.7866,-1.2196,0.9066,-0.8608,350000
m,68.6,62.6,computer application,74.95,Uttar Pradesh,2014,325,435,340,-1,-1,-1,-1,-1,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.6672,0.8637,50000
m,92.3,95,electronics and communication engineering,80,Andhra Pradesh,2013,465,570,680,0.694479328,485,366,-1,-1,-1,-1,-1,1.1336,1.5293,0.3034,-1.8824,0.9404,485000
m,90.6,78,electronics and communication engineering,62,Karnataka,2013,710,565,690,0.338786347,395,292,-1,-1,-1,-1,-1,-1.0208,0.3789,-1.2196,-0.995,-0.0943,240000
m,68,72,computer science & engineering,70,Tamil Nadu,2013,440,425,415,0.622642916,455,-1,407,-1,-1,-1,-1,-0.5899,-0.6201,0.1637,0.1459,-0.6692,300000
m,83.6,90.2,electronics and communication engineering,69.3,Andhra Pradesh,2013,405,480,665,0.649389715,345,356,-1,-1,-1,-1,-1,0.5591,-1.1196,-0.9122,-1.5021,-0.6692,330000
m,64,61,information technology,72,West Bengal,2012,345,335,275,0.24545566,335,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.1988,0.17983,-0.0506,100000
f,78,53,computer engineering,65,Orissa,2011,475,485,525,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,-0.2902,0.1864,275000
m,86,82.83,computer engineering,68.5,Karnataka,2010,455,305,595,0.765673581,485,-1,-1,-1,-1,-1,-1,1.2828,1.2808,0.0914,0.1798,0.6603,545000
m,67,78,computer science & engineering,80,Uttarakhand,2013,450,545,515,0.998876108,585,-1,653,-1,-1,-1,-1,-1.8083,-2.4243,-2.0131,-0.0552,-2.9731,120000
m,87.4,86.6,electronics and electrical engineering,78.4,Tamil Nadu,2013,485,475,620,0.824666401,505,400,-1,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.2486,0.2889,175000
m,71.13,66,electronics and communication engineering,77.7,West Bengal,2013,345,495,575,0.985461394,-1,500,-1,-1,-1,-1,-1,0.8463,0.0459,1.0859,0.2727,1.6302,120000
m,81.4,74.4,instrumentation engineering,84,Karnataka,2014,560,565,455,0.965327158,405,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,0.2727,-0.6692,200000
m,55,68,computer science & engineering,59,Uttar Pradesh,2012,475,415,435,0.486747008,385,-1,376,-1,-1,-1,-1,-0.7651,0.0328,0.0914,1.4136,0.0284,180000
m,88.33,85.2,computer engineering,88.3,Karnataka,2012,585,575,605,0.960903087,595,-1,-1,-1,-1,-1,-1,-1.4606,-1.8393,-1.6502,0.2679,-1.8673,395000
m,91.6,82.4,industrial & production engineering,81.9,Madhya Pradesh,2013,615,605,725,0.945134856,-1,-1,-1,526,-1,-1,-1,-1.1644,-0.7866,-1.2196,0.653,-1.6273,600000
m,80.6,80.7,electronics and communication engineering,72.5,Uttar Pradesh,2014,625,525,635,0.493596387,435,324,-1,-1,-1,-1,-1,0.8463,0.8784,1.7007,-0.4879,0.0973,400000
m,76.6,82.2,computer science & engineering,72,Uttar Pradesh,2013,520,610,705,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.9122,0.0192,-2.0105,340000
m,76,73,electronics and communication engineering,64,Uttar Pradesh,2013,464,405,524,0.229481755,405,266,-1,-1,-1,366,-1,-0.0696,0.5008,-0.6343,-0.26087,-0.9194,200000
m,62,71,computer engineering,67,Uttar Pradesh,2010,425,385,435,0.81941653,505,-1,-1,-1,-1,-1,-1,1.7465,1.5928,0.8171,-0.4078,0.6603,180000
m,53,62,electronics and communication engineering,69,Uttar Pradesh,2014,500,360,330,0.649389715,-1,356,-1,-1,-1,-1,-1,-0.159,-0.1206,0.4711,0.7798,0.6721,145000
m,82,79.6,electronics and communication engineering,68,Gujarat,2012,350,520,450,0.783303537,295,388,-1,-1,-1,-1,-1,-0.5899,0.5454,0.1637,1.1601,1.247,205000
f,87.7,88.5,computer engineering,85.9,Tamil Nadu,2013,695,545,560,0.968237496,605,-1,-1,-1,-1,-1,-1,-0.7335,0.7119,0.9322,-0.6147,1.0554,410000
m,78.8,70.4,electronics and communication engineering,73,Madhya Pradesh,2014,465,510,370,0.649389715,-1,356,-1,-1,-1,393,-1,1.7081,0.3789,0.7785,-2.136,0.6721,150000
f,88.88,71,electronics and communication engineering,87,Orissa,2012,365,475,485,0.824666401,-1,400,-1,-1,-1,-1,-1,1.4374,1.4368,-0.598,-1.7004,0.1864,160000
m,94.4,94.16,mechanical engineering,87.2,Tamil Nadu,2012,495,585,585,0.995613797,-1,-1,-1,616,-1,-1,-1,-0.3014,0.3448,-0.344,-0.43717,0.3444,495000
m,69,61.3,electronics and communication engineering,69,Andhra Pradesh,2013,430,425,295,0.338786347,175,292,-1,-1,-1,-1,-1,0.1282,0.5454,-0.6048,0.0192,-1.0524,250000
m,73.8,55.8,electronics and electrical engineering,54,Karnataka,2011,395,405,445,0.376059587,-1,300,-1,-1,-1,286,-1,-3.5085,-1.9953,-0.7794,0.2973,-1.3934,600000
m,67,81,electronics and communication engineering,60.38,Karnataka,2011,545,455,515,0.229481755,455,266,-1,-1,-1,366,-1,-0.5719,-0.7473,-0.1988,0.0623,-1.3934,360000
m,82.25,83.6,electronics and communication engineering,82.9,West Bengal,2013,440,680,665,0.493596387,-1,324,-1,-1,-1,393,-1,1.1336,1.2114,0.1637,-2.136,1.247,225000
m,84,78.8,computer science & engineering,67.27,Kerala,2014,700,640,510,0.996744487,675,-1,623,-1,-1,-1,-1,0.8463,0.5454,1.2396,-0.7415,1.0554,450000
f,84,77,computer science & engineering,77.6,Tamil Nadu,2013,605,475,325,0.413838256,385,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.3612,0.0973,150000
f,72,69.8,information technology,67.84,Uttar Pradesh,2014,420,385,440,0.23780284,395,-1,315,-1,-1,-1,-1,0.5591,0.3789,0.9322,-0.7415,-0.0943,150000
m,60,63,electronics and electrical engineering,54,Uttar Pradesh,2012,425,205,325,0.008154775,-1,133,-1,-1,-1,-1,-1,-0.5719,-1.2543,0.164,1.11983,-1.3934,205000
m,69.83,53.85,information technology,66.88,Rajasthan,2013,450,410,400,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.01,0.2727,0.4805,180000
m,78.83,80.5,electronics and communication engineering,69.1,Uttarakhand,2013,595,520,605,0.649389715,475,356,-1,-1,-1,-1,-1,-0.4463,0.5454,1.3933,-0.7415,0.8637,300000
m,87.33,89,information technology,75.4,Telangana,2011,525,415,475,0.81941653,505,-1,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.4078,0.1864,560000
m,88.5,85.4,electronics and communication engineering,93.6,Karnataka,2011,505,605,675,0.960603252,-1,466,-1,-1,-1,340,-1,-0.4173,0.6568,-0.9245,-0.4078,0.8183,655000
m,68.14,61.7,computer science & engineering,70.4,Rajasthan,2014,520,575,485,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,0.4711,0.1459,0.6721,190000
m,75.2,73.4,computer engineering,72.4,Uttar Pradesh,2011,505,575,615,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.9629,-1.0593,-0.7794,0.7673,-0.6035,215000
m,87,92,electronics and communication engineering,78,Uttar Pradesh,2013,590,545,705,0.376059587,-1,300,-1,-1,-1,-1,-1,0.2718,0.3789,-0.7585,-0.6147,0.0973,500000
m,62.13,74,computer science & engineering,65.6,Uttar Pradesh,2013,475,610,415,0.916869961,555,-1,-1,-1,-1,-1,-1,0.99,-0.2871,-0.2974,0.5262,-2.3937,95000
f,87,96.6,electronics and communication engineering,80.14,Andhra Pradesh,2012,415,425,675,0.0587928,395,200,-1,-1,-1,366,-1,1.592,1.5538,-1.5776,-0.8778,-0.9194,325000
f,82,82,electronics and electrical engineering,80.7,Tamil Nadu,2012,505,565,545,0.0587928,-1,200,-1,-1,-1,-1,-1,-1.1901,-0.7863,0.0552,1.7074,-1.0774,50000
